,Sentence,Word,POS,Tag
"
29870, 1396,isolated,JJ,"|O
"
29871, 1396,populations,NNS,"|O
"
29872, 1396,-,:,"|O
"
29873, 1396,French,JJ,"|O
"
29874, 1396,Acadian,JJ,"|O
"
29875, 1396,and,CC,"|O
"
29876, 1396,North,NN,"|O
"
29877, 1396,African,JJ,"|O
"
29878, 1396,.,.,"|O
"
29879, 1397,Pair-wise,NN,"|O
"
29880, 1397,analyses,NNS,"|O
"
29881, 1397,resulted,VBD,"|O
"
29882, 1397,in,IN,"|O
"
29883, 1397,maximum,NN,"|O
"
29884, 1397,lod,NN,"|O
"
29885, 1397,(,(,"|O
"
29886, 1397,logarithm,NN,"|O
"
29887, 1397,of,IN,"|O
"
29888, 1397,the,DT,"|O
"
29889, 1397,odds,NNS,"|O
"
29890, 1397,ratio,NN,"|O
"
29891, 1397,),),"|O
"
29892, 1397,scores,NNS,"|O
"
29893, 1397,of,IN,"|O
"
29894, 1397,3,CD,"|O
"
29895, 1397,.,.,"|O
"
29896, 1398,84,CD,"|O
"
29897, 1398,and,CC,"|O
"
29898, 1398,2,CD,"|O
"
29899, 1398,.,.,"|O
"
29900, 1399,9,CD,"|O
"
29901, 1399,",",",","|O
"
29902, 1399,respectively,RB,"|O
"
29903, 1399,.,.,"|O
"
29904, 1400,To,TO,"|O
"
29905, 1400,confirm,NN,"|O
"
29906, 1400,these,DT,"|O
"
29907, 1400,findings,NNS,"|O
"
29908, 1400,",",",","|O
"
29909, 1400,a,DT,"|O
"
29910, 1400,large,JJ,"|O
"
29911, 1400,linkage,NN,"|O
"
29912, 1400,study,NN,"|O
"
29913, 1400,was,VBD,"|O
"
29914, 1400,performed,VBN,"|O
"
29915, 1400,in,IN,"|O
"
29916, 1400,twelve,NN,"|O
"
29917, 1400,additional,JJ,"|O
"
29918, 1400,families,NNS,"|O
"
29919, 1400,segregating,VBG,"|O
"
29920, 1400,for,IN,"|O
"
29921, 1400,Alstrom,IN,"|B-DISEASE
"
29922, 1400,syndrome,NN,"|I-DISEASE
"
29923, 1400,.,.,"|O
"
29924, 1401,A,DT,"|O
"
29925, 1401,maximum,NN,"|O
"
29926, 1401,two-point,NN,"|O
"
29927, 1401,lod,NN,"|O
"
29928, 1401,score,NN,"|O
"
29929, 1401,of,IN,"|O
"
29930, 1401,7,CD,"|O
"
29931, 1401,.,.,"|O
"
29932, 1402,13,CD,"|O
"
29933, 1402,(,(,"|O
"
29934, 1402,theta,NN,"|O
"
29935, 1402,=,NN,"|O
"
29936, 1402,0,CD,"|O
"
29937, 1402,.,.,"|O
"
29938, 1403,00,CD,"|O
"
29939, 1403,),),"|O
"
29940, 1403,for,IN,"|O
"
29941, 1403,marker,NN,"|O
"
29942, 1403,D2S2110,NN,"|O
"
29943, 1403,and,CC,"|O
"
29944, 1403,a,DT,"|O
"
29945, 1403,maximum,NN,"|O
"
29946, 1403,cumulative,JJ,"|O
"
29947, 1403,multipoint,NN,"|O
"
29948, 1403,lod,NN,"|O
"
29949, 1403,score,NN,"|O
"
29950, 1403,of,IN,"|O
"
29951, 1403,9,CD,"|O
"
29952, 1403,.,.,"|O
"
29953, 1404,16,CD,"|O
"
29954, 1404,for,IN,"|O
"
29955, 1404,marker,NN,"|O
"
29956, 1404,D2S2110,NN,"|O
"
29957, 1404,were,VBD,"|O
"
29958, 1404,observed,VBN,"|O
"
29959, 1404,",",",","|O
"
29960, 1404,further,RB,"|O
"
29961, 1404,supporting,VBG,"|O
"
29962, 1404,linkage,NN,"|O
"
29963, 1404,to,TO,"|O
"
29964, 1404,chromosome,NN,"|O
"
29965, 1404,2p13,CD,"|O
"
29966, 1404,.,.,"|O
"
29967, 1405,No,DT,"|O
"
29968, 1405,evidence,NN,"|O
"
29969, 1405,of,IN,"|O
"
29970, 1405,genetic,JJ,"|O
"
29971, 1405,heterogeneity,NN,"|O
"
29972, 1405,was,VBD,"|O
"
29973, 1405,observed,VBN,"|O
"
29974, 1405,in,IN,"|O
"
29975, 1405,these,DT,"|O
"
29976, 1405,families,NNS,"|O
"
29977, 1405,.,.,"|O
"
29978, 1406,Meiotic,JJ,"|O
"
29979, 1406,recombination,NN,"|O
"
29980, 1406,events,NNS,"|O
"
29981, 1406,have,VB,"|O
"
29982, 1406,localized,VBN,"|O
"
29983, 1406,the,DT,"|O
"
29984, 1406,critical,JJ,"|O
"
29985, 1406,region,NN,"|O
"
29986, 1406,containing,VBG,"|O
"
29987, 1406,ALMS1,NN,"|O
"
29988, 1406,to,TO,"|O
"
29989, 1406,a,DT,"|O
"
29990, 1406,6,CD,"|O
"
29991, 1406,.,.,"|O
"
29992, 1407,1-cM,JJ,"|O
"
29993, 1407,interval,NN,"|O
"
29994, 1407,flanked,VBN,"|O
"
29995, 1407,by,IN,"|O
"
29996, 1407,markers,NNS,"|O
"
29997, 1407,D2S327,NN,"|O
"
29998, 1407,and,CC,"|O
"
29999, 1407,D2S286,NN,"|O
"
30000, 1407,.,.,"|O
"
30001, 1408,A,DT,"|O
"
30002, 1408,fine,NN,"|O
"
30003, 1408,resolution,NN,"|O
"
30004, 1408,radiation,NN,"|O
"
30005, 1408,hybrid,NN,"|O
"
30006, 1408,map,NN,"|O
"
30007, 1408,of,IN,"|O
"
30008, 1408,31,CD,"|O
"
30009, 1408,genes,NNS,"|O
"
30010, 1408,and,CC,"|O
"
30011, 1408,markers,NNS,"|O
"
30012, 1408,has,VBZ,"|O
"
30013, 1408,been,VBN,"|O
"
30014, 1408,constructed,VBN,"|O
"
30015, 1408,.,.,"|O
"
30016, 1409,Pendred,VBN,"|B-DISEASE
"
30017, 1409,syndrome,NN,"|I-DISEASE
"
30018, 1409,:,:,"|O
"
30019, 1409,phenotypic,NN,"|O
"
30020, 1409,variability,NN,"|O
"
30021, 1409,in,IN,"|O
"
30022, 1409,two,CD,"|O
"
30023, 1409,families,NNS,"|O
"
30024, 1409,carrying,VBG,"|O
"
30025, 1409,the,DT,"|O
"
30026, 1409,same,JJ,"|O
"
30027, 1409,PDS,NN,"|B-DISEASE
"
30028, 1409,missense,NN,"|O
"
30029, 1409,mutation.,NN,"|O
"
30030, 1409,Pendred,VBN,"|B-DISEASE
"
30031, 1409,syndrome,NN,"|I-DISEASE
"
30032, 1409,comprises,NNS,"|O
"
30033, 1409,congenital,NN,"|B-DISEASE
"
30034, 1409,sensorineural,JJ,"|I-DISEASE
"
30035, 1409,hearing,NN,"|I-DISEASE
"
30036, 1409,loss,NN,"|I-DISEASE
"
30037, 1409,",",",","|O
"
30038, 1409,thyroid,NN,"|B-DISEASE
"
30039, 1409,goiter,NN,"|I-DISEASE
"
30040, 1409,",",",","|O
"
30041, 1409,and,CC,"|O
"
30042, 1409,positive,JJ,"|O
"
30043, 1409,perchlorate,NN,"|O
"
30044, 1409,discharge,NN,"|O
"
30045, 1409,test,NN,"|O
"
30046, 1409,.,.,"|O
"
30047, 1410,Recently,RB,"|O
"
30048, 1410,",",",","|O
"
30049, 1410,this,DT,"|O
"
30050, 1410,autosomal,NN,"|B-DISEASE
"
30051, 1410,recessive,NN,"|I-DISEASE
"
30052, 1410,disorder,NN,"|I-DISEASE
"
30053, 1410,was,VBD,"|O
"
30054, 1410,shown,VBN,"|O
"
30055, 1410,to,TO,"|O
"
30056, 1410,be,VB,"|O
"
30057, 1410,caused,VBN,"|O
"
30058, 1410,by,IN,"|O
"
30059, 1410,mutations,NNS,"|O
"
30060, 1410,in,IN,"|O
"
30061, 1410,the,DT,"|O
"
30062, 1410,PDS,NN,"|B-DISEASE
"
30063, 1410,gene,NN,"|O
"
30064, 1410,",",",","|O
"
30065, 1410,which,WDT,"|O
"
30066, 1410,encodes,NNS,"|O
"
30067, 1410,an,DT,"|O
"
30068, 1410,anion,NN,"|O
"
30069, 1410,transporter,NN,"|O
"
30070, 1410,called,VBN,"|O
"
30071, 1410,pendrin,NN,"|O
"
30072, 1410,.,.,"|O
"
30073, 1411,Molecular,JJ,"|O
"
30074, 1411,analysis,NN,"|O
"
30075, 1411,of,IN,"|O
"
30076, 1411,the,DT,"|O
"
30077, 1411,PDS,NN,"|B-DISEASE
"
30078, 1411,gene,NN,"|O
"
30079, 1411,was,VBD,"|O
"
30080, 1411,performed,VBN,"|O
"
30081, 1411,in,IN,"|O
"
30082, 1411,two,CD,"|O
"
30083, 1411,consanguineous,JJ,"|O
"
30084, 1411,large,JJ,"|O
"
30085, 1411,families,NNS,"|O
"
30086, 1411,from,IN,"|O
"
30087, 1411,Southern,JJ,"|O
"
30088, 1411,Tunisia,NN,"|O
"
30089, 1411,comprising,VBG,"|O
"
30090, 1411,a,DT,"|O
"
30091, 1411,total,JJ,"|O
"
30092, 1411,of,IN,"|O
"
30093, 1411,23,CD,"|O
"
30094, 1411,individuals,NNS,"|O
"
30095, 1411,affected,JJ,"|O
"
30096, 1411,with,IN,"|O
"
30097, 1411,profound,NN,"|O
"
30098, 1411,congenital,NN,"|B-DISEASE
"
30099, 1411,deafness,NN,"|I-DISEASE
"
30100, 1411,;,:,"|O
"
30101, 1411,the,DT,"|O
"
30102, 1411,same,JJ,"|O
"
30103, 1411,missense,NN,"|O
"
30104, 1411,mutation,NN,"|O
"
30105, 1411,",",",","|O
"
30106, 1411,L445W,NN,"|O
"
30107, 1411,",",",","|O
"
30108, 1411,was,VBD,"|O
"
30109, 1411,identified,VBN,"|O
"
30110, 1411,in,IN,"|O
"
30111, 1411,all,DT,"|O
"
30112, 1411,affected,JJ,"|O
"
30113, 1411,individuals,NNS,"|O
"
30114, 1411,.,.,"|O
"
30115, 1412,A,DT,"|O
"
30116, 1412,widened,VBN,"|O
"
30117, 1412,vestibular,NN,"|B-DISEASE
"
30118, 1412,aqueduct,NN,"|I-DISEASE
"
30119, 1412,was,VBD,"|O
"
30120, 1412,found,NN,"|O
"
30121, 1412,in,IN,"|O
"
30122, 1412,all,DT,"|O
"
30123, 1412,patients,NNS,"|O
"
30124, 1412,who,WP,"|O
"
30125, 1412,underwent,NN,"|O
"
30126, 1412,computed,VBN,"|O
"
30127, 1412,tomography,NN,"|O
"
30128, 1412,(,(,"|O
"
30129, 1412,CT,NN,"|O
"
30130, 1412,),),"|O
"
30131, 1412,scan,JJ,"|O
"
30132, 1412,exploration,NN,"|O
"
30133, 1412,of,IN,"|O
"
30134, 1412,the,DT,"|O
"
30135, 1412,inner,NN,"|O
"
30136, 1412,ear,NN,"|O
"
30137, 1412,.,.,"|O
"
30138, 1413,In,IN,"|O
"
30139, 1413,contrast,NN,"|O
"
30140, 1413,",",",","|O
"
30141, 1413,goiter,NN,"|B-DISEASE
"
30142, 1413,was,VBD,"|O
"
30143, 1413,present,NN,"|O
"
30144, 1413,in,IN,"|O
"
30145, 1413,only,RB,"|O
"
30146, 1413,11,CD,"|O
"
30147, 1413,affected,JJ,"|O
"
30148, 1413,individuals,NNS,"|O
"
30149, 1413,",",",","|O
"
30150, 1413,who,WP,"|O
"
30151, 1413,interestingly,RB,"|O
"
30152, 1413,had,VBD,"|O
"
30153, 1413,a,DT,"|O
"
30154, 1413,normal,JJ,"|O
"
30155, 1413,result,NN,"|O
"
30156, 1413,of,IN,"|O
"
30157, 1413,the,DT,"|O
"
30158, 1413,perchlorate,NN,"|O
"
30159, 1413,discharge,NN,"|O
"
30160, 1413,test,NN,"|O
"
30161, 1413,whenever,NN,"|O
"
30162, 1413,performed,VBN,"|O
"
30163, 1413,.,.,"|O
"
30164, 1414,The,DT,"|O
"
30165, 1414,present,NN,"|O
"
30166, 1414,results,NNS,"|O
"
30167, 1414,question,NN,"|O
"
30168, 1414,the,DT,"|O
"
30169, 1414,sensitivity,NN,"|O
"
30170, 1414,of,IN,"|O
"
30171, 1414,the,DT,"|O
"
30172, 1414,perchlorate,NN,"|O
"
30173, 1414,test,NN,"|O
"
30174, 1414,for,IN,"|O
"
30175, 1414,the,DT,"|O
"
30176, 1414,diagnosis,NN,"|O
"
30177, 1414,of,IN,"|O
"
30178, 1414,Pendred,VBN,"|B-DISEASE
"
30179, 1414,syndrome,NN,"|I-DISEASE
"
30180, 1414,and,CC,"|O
"
30181, 1414,support,NN,"|O
"
30182, 1414,the,DT,"|O
"
30183, 1414,use,NN,"|O
"
30184, 1414,of,IN,"|O
"
30185, 1414,a,DT,"|O
"
30186, 1414,molecular,NN,"|O
"
30187, 1414,analysis,NN,"|O
"
30188, 1414,of,IN,"|O
"
30189, 1414,the,DT,"|O
"
30190, 1414,PDS,NN,"|B-DISEASE
"
30191, 1414,gene,NN,"|O
"
30192, 1414,in,IN,"|O
"
30193, 1414,the,DT,"|O
"
30194, 1414,assessment,NN,"|O
"
30195, 1414,of,IN,"|O
"
30196, 1414,individuals,NNS,"|O
"
30197, 1414,with,IN,"|O
"
30198, 1414,severe,JJ,"|O
"
30199, 1414,to,TO,"|O
"
30200, 1414,profound,NN,"|O
"
30201, 1414,congenital,NN,"|B-DISEASE
"
30202, 1414,hearing,NN,"|I-DISEASE
"
30203, 1414,loss,NN,"|I-DISEASE
"
30204, 1414,associated,VBN,"|O
"
30205, 1414,with,IN,"|O
"
30206, 1414,inner,NN,"|B-DISEASE
"
30207, 1414,ear,NN,"|I-DISEASE
"
30208, 1414,morphological,JJ,"|I-DISEASE
"
30209, 1414,anomaly,NN,"|I-DISEASE
"
30210, 1414,even,RB,"|O
"
30211, 1414,in,IN,"|O
"
30212, 1414,the,DT,"|O
"
30213, 1414,absence,NN,"|O
"
30214, 1414,of,IN,"|O
"
30215, 1414,a,DT,"|O
"
30216, 1414,thyroid,NN,"|B-DISEASE
"
30217, 1414,goiter,NN,"|I-DISEASE
"
30218, 1414,.,.,"|O
"
30219, 1415,.,.,"|O
"
30220, 1416,Knobloch,NNP,"|B-DISEASE
"
30221, 1416,syndrome,NN,"|I-DISEASE
"
30222, 1416,involving,VBG,"|O
"
30223, 1416,midline,NN,"|B-DISEASE
"
30224, 1416,scalp,NN,"|I-DISEASE
"
30225, 1416,defect,NN,"|I-DISEASE
"
30226, 1416,of,IN,"|I-DISEASE
"
30227, 1416,the,DT,"|I-DISEASE
"
30228, 1416,frontal,NN,"|I-DISEASE
"
30229, 1416,region,NN,"|I-DISEASE
"
30230, 1416,.,.,"|O
"
30231, 1417,We,PRP,"|O
"
30232, 1417,report,NN,"|O
"
30233, 1417,on,IN,"|O
"
30234, 1417,a,DT,"|O
"
30235, 1417,4-year-old,JJ,"|O
"
30236, 1417,boy,NN,"|O
"
30237, 1417,with,IN,"|O
"
30238, 1417,Knobloch,NNP,"|B-DISEASE
"
30239, 1417,syndrome,NN,"|I-DISEASE
"
30240, 1417,.,.,"|O
"
30241, 1418,He,PRP,"|O
"
30242, 1418,has,VBZ,"|O
"
30243, 1418,vitreoretinal,JJ,"|B-DISEASE
"
30244, 1418,degeneration,NN,"|I-DISEASE
"
30245, 1418,",",",","|O
"
30246, 1418,high,JJ,"|B-DISEASE
"
30247, 1418,myopia,NN,"|I-DISEASE
"
30248, 1418,",",",","|O
"
30249, 1418,cataract,NN,"|B-DISEASE
"
30250, 1418,",",",","|O
"
30251, 1418,telecanthus,NN,"|B-DISEASE
"
30252, 1418,",",",","|O
"
30253, 1418,hypertelorism,NN,"|B-DISEASE
"
30254, 1418,",",",","|O
"
30255, 1418,and,CC,"|O
"
30256, 1418,a,DT,"|O
"
30257, 1418,high-arched,JJ,"|B-DISEASE
"
30258, 1418,palate,NN,"|I-DISEASE
"
30259, 1418,.,.,"|O
"
30260, 1419,He,PRP,"|O
"
30261, 1419,also,RB,"|O
"
30262, 1419,has,VBZ,"|O
"
30263, 1419,a,DT,"|O
"
30264, 1419,defect,NN,"|B-DISEASE
"
30265, 1419,of,IN,"|I-DISEASE
"
30266, 1419,the,DT,"|I-DISEASE
"
30267, 1419,anterior,NN,"|I-DISEASE
"
30268, 1419,midline,NN,"|I-DISEASE
"
30269, 1419,scalp,NN,"|I-DISEASE
"
30270, 1419,with,IN,"|O
"
30271, 1419,involvement,NN,"|O
"
30272, 1419,of,IN,"|O
"
30273, 1419,the,DT,"|O
"
30274, 1419,frontal,NN,"|O
"
30275, 1419,bone,NN,"|O
"
30276, 1419,as,IN,"|O
"
30277, 1419,documented,VBN,"|O
"
30278, 1419,by,IN,"|O
"
30279, 1419,a,DT,"|O
"
30280, 1419,computed,VBN,"|O
"
30281, 1419,tomography,NN,"|O
"
30282, 1419,(,(,"|O
"
30283, 1419,CT,NN,"|O
"
30284, 1419,),),"|O
"
30285, 1419,scan,JJ,"|O
"
30286, 1419,.,.,"|O
"
30287, 1420,The,DT,"|O
"
30288, 1420,brain,NN,"|O
"
30289, 1420,was,VBD,"|O
"
30290, 1420,normal,JJ,"|O
"
30291, 1420,on,IN,"|O
"
30292, 1420,CT,NN,"|O
"
30293, 1420,scan,JJ,"|O
"
30294, 1420,and,CC,"|O
"
30295, 1420,magnetic,JJ,"|O
"
30296, 1420,resonance,NN,"|O
"
30297, 1420,imaging,VBG,"|O
"
30298, 1420,.,.,"|O
"
30299, 1421,We,PRP,"|O
"
30300, 1421,present,NN,"|O
"
30301, 1421,a,DT,"|O
"
30302, 1421,review,NN,"|O
"
30303, 1421,of,IN,"|O
"
30304, 1421,the,DT,"|O
"
30305, 1421,23,CD,"|O
"
30306, 1421,published,VBN,"|O
"
30307, 1421,cases,NNS,"|O
"
30308, 1421,with,IN,"|O
"
30309, 1421,this,DT,"|O
"
30310, 1421,syndrome,NN,"|O
"
30311, 1421,.,.,"|O
"
30312, 1422,Our,PRP$,"|O
"
30313, 1422,patient,NN,"|O
"
30314, 1422,illustrates,NNS,"|O
"
30315, 1422,the,DT,"|O
"
30316, 1422,importance,NN,"|O
"
30317, 1422,of,IN,"|O
"
30318, 1422,investigating,VBG,"|O
"
30319, 1422,for,IN,"|O
"
30320, 1422,underlying,VBG,"|O
"
30321, 1422,ocular,NN,"|O
"
30322, 1422,and,CC,"|O
"
30323, 1422,central,JJ,"|O
"
30324, 1422,nervous,JJ,"|O
"
30325, 1422,system,NN,"|O
"
30326, 1422,pathology,NN,"|O
"
30327, 1422,whenever,NN,"|O
"
30328, 1422,midline,NN,"|B-DISEASE
"
30329, 1422,scalp,NN,"|I-DISEASE
"
30330, 1422,defects,NNS,"|I-DISEASE
"
30331, 1422,are,VBP,"|O
"
30332, 1422,present,NN,"|O
"
30333, 1422,.,.,"|O
"
30334, 1423,.,.,"|O
"
30335, 1424,The,DT,"|O
"
30336, 1424,DNA,NN,"|O
"
30337, 1424,double-strand,NN,"|O
"
30338, 1424,break,NN,"|O
"
30339, 1424,repair,NN,"|O
"
30340, 1424,gene,NN,"|O
"
30341, 1424,hMRE11,NN,"|O
"
30342, 1424,is,VBZ,"|O
"
30343, 1424,mutated,VBN,"|O
"
30344, 1424,in,IN,"|O
"
30345, 1424,individuals,NNS,"|O
"
30346, 1424,with,IN,"|O
"
30347, 1424,an,DT,"|O
"
30348, 1424,ataxia-telangiectasia-like,NN,"|B-DISEASE
"
30349, 1424,disorder,NN,"|I-DISEASE
"
30350, 1424,.,.,"|O
"
30351, 1425,We,PRP,"|O
"
30352, 1425,show,NN,"|O
"
30353, 1425,that,IN,"|O
"
30354, 1425,hypomorphic,JJ,"|O
"
30355, 1425,mutations,NNS,"|O
"
30356, 1425,in,IN,"|O
"
30357, 1425,hMRE11,NN,"|O
"
30358, 1425,",",",","|O
"
30359, 1425,but,CC,"|O
"
30360, 1425,not,RB,"|O
"
30361, 1425,in,IN,"|O
"
30362, 1425,ATM,NN,"|O
"
30363, 1425,",",",","|O
"
30364, 1425,are,VBP,"|O
"
30365, 1425,present,NN,"|O
"
30366, 1425,in,IN,"|O
"
30367, 1425,certain,JJ,"|O
"
30368, 1425,individuals,NNS,"|O
"
30369, 1425,with,IN,"|O
"
30370, 1425,an,DT,"|O
"
30371, 1425,ataxia-telangiectasia-like,NN,"|B-DISEASE
"
30372, 1425,disorder,NN,"|I-DISEASE
"
30373, 1425,(,(,"|O
"
30374, 1425,ATLD,NN,"|B-DISEASE
"
30375, 1425,),),"|O
"
30376, 1425,.,.,"|O
"
30377, 1426,The,DT,"|O
"
30378, 1426,cellular,JJ,"|O
"
30379, 1426,features,NNS,"|O
"
30380, 1426,resulting,VBG,"|O
"
30381, 1426,from,IN,"|O
"
30382, 1426,these,DT,"|O
"
30383, 1426,hMRE11,NN,"|O
"
30384, 1426,mutations,NNS,"|O
"
30385, 1426,are,VBP,"|O
"
30386, 1426,similar,JJ,"|O
"
30387, 1426,to,TO,"|O
"
30388, 1426,those,DT,"|O
"
30389, 1426,seen,VBN,"|O
"
30390, 1426,in,IN,"|O
"
30391, 1426,A-T,JJ,"|B-DISEASE
"
30392, 1426,as,IN,"|O
"
30393, 1426,well,RB,"|O
"
30394, 1426,as,IN,"|O
"
30395, 1426,NBS,NN,"|B-DISEASE
"
30396, 1426,and,CC,"|O
"
30397, 1426,include,NN,"|O
"
30398, 1426,hypersensitivity,NN,"|O
"
30399, 1426,to,TO,"|O
"
30400, 1426,ionizing,VBG,"|O
"
30401, 1426,radiation,NN,"|O
"
30402, 1426,",",",","|O
"
30403, 1426,radioresistant,NN,"|O
"
30404, 1426,DNA,NN,"|O
"
30405, 1426,synthesis,NN,"|O
"
30406, 1426,",",",","|O
"
30407, 1426,and,CC,"|O
"
30408, 1426,abrogation,NN,"|O
"
30409, 1426,of,IN,"|O
"
30410, 1426,ATM-dependent,JJ,"|O
"
30411, 1426,events,NNS,"|O
"
30412, 1426,",",",","|O
"
30413, 1426,such,JJ,"|O
"
30414, 1426,as,IN,"|O
"
30415, 1426,the,DT,"|O
"
30416, 1426,activation,NN,"|O
"
30417, 1426,of,IN,"|O
"
30418, 1426,Jun,NN,"|O
"
30419, 1426,kinase,NN,"|O
"
30420, 1426,following,VBG,"|O
"
30421, 1426,exposure,NN,"|O
"
30422, 1426,to,TO,"|O
"
30423, 1426,gamma,NN,"|O
"
30424, 1426,irradiation,NN,"|O
"
30425, 1426,.,.,"|O
"
30426, 1427,Although,IN,"|O
"
30427, 1427,the,DT,"|O
"
30428, 1427,mutant,NN,"|O
"
30429, 1427,hMre11,NN,"|O
"
30430, 1427,proteins,NNS,"|O
"
30431, 1427,retain,NN,"|O
"
30432, 1427,some,DT,"|O
"
30433, 1427,ability,NN,"|O
"
30434, 1427,to,TO,"|O
"
30435, 1427,interact,NN,"|O
"
30436, 1427,with,IN,"|O
"
30437, 1427,hRad50,NN,"|O
"
30438, 1427,and,CC,"|O
"
30439, 1427,Nbs1,NN,"|O
"
30440, 1427,",",",","|O
"
30441, 1427,formation,NN,"|O
"
30442, 1427,of,IN,"|O
"
30443, 1427,ionizing,VBG,"|O
"
30444, 1427,radiation-induced,JJ,"|O
"
30445, 1427,hMre11,NN,"|O
"
30446, 1427,and,CC,"|O
"
30447, 1427,Nbs1,NN,"|O
"
30448, 1427,foci,NN,"|O
"
30449, 1427,was,VBD,"|O
"
30450, 1427,absent,NN,"|O
"
30451, 1427,in,IN,"|O
"
30452, 1427,hMRE11,NN,"|O
"
30453, 1427,mutant,NN,"|O
"
30454, 1427,cells,NNS,"|O
"
30455, 1427,.,.,"|O
"
30456, 1428,These,DT,"|O
"
30457, 1428,data,NNS,"|O
"
30458, 1428,demonstrate,NN,"|O
"
30459, 1428,that,IN,"|O
"
30460, 1428,ATM,NN,"|O
"
30461, 1428,and,CC,"|O
"
30462, 1428,the,DT,"|O
"
30463, 1428,hMre11,NN,"|O
"
30464, 1428,/,NN,"|O
"
30465, 1428,hRad50,NN,"|O
"
30466, 1428,/,NN,"|O
"
30467, 1428,Nbs1,NN,"|O
"
30468, 1428,protein,NN,"|O
"
30469, 1428,complex,JJ,"|O
"
30470, 1428,act,NN,"|O
"
30471, 1428,in,IN,"|O
"
30472, 1428,the,DT,"|O
"
30473, 1428,same,JJ,"|O
"
30474, 1428,DNA,NN,"|O
"
30475, 1428,damage,NN,"|O
"
30476, 1428,response,NN,"|O
"
30477, 1428,pathway,NN,"|O
"
30478, 1428,and,CC,"|O
"
30479, 1428,link,NN,"|O
"
30480, 1428,hMre11,NN,"|O
"
30481, 1428,to,TO,"|O
"
30482, 1428,the,DT,"|O
"
30483, 1428,complex,JJ,"|O
"
30484, 1428,pathology,NN,"|O
"
30485, 1428,of,IN,"|O
"
30486, 1428,A-T,JJ,"|B-DISEASE
"
30487, 1428,.,.,"|O
"
30488, 1429,.,.,"|O
"
30489, 1430,Mutations,NNS,"|O
"
30490, 1430,in,IN,"|O
"
30491, 1430,"TNFRSF11A,",NN,"|O
"
30492, 1430,affecting,VBG,"|O
"
30493, 1430,the,DT,"|O
"
30494, 1430,signal,NN,"|O
"
30495, 1430,peptide,NN,"|O
"
30496, 1430,of,IN,"|O
"
30497, 1430,"RANK,",NN,"|O
"
30498, 1430,cause,NN,"|O
"
30499, 1430,familial,JJ,"|B-DISEASE
"
30500, 1430,expansile,NN,"|I-DISEASE
"
30501, 1430,osteolysis,NN,"|I-DISEASE
"
30502, 1430,.,.,"|O
"
30503, 1431,Familial,JJ,"|B-DISEASE
"
30504, 1431,expansile,NN,"|I-DISEASE
"
30505, 1431,osteolysis,NN,"|I-DISEASE
"
30506, 1431,(,(,"|O
"
30507, 1431,FEO,NN,"|B-DISEASE
"
30508, 1431,",",",","|O
"
30509, 1431,MIM,NN,"|O
"
30510, 1431,174810,CD,"|O
"
30511, 1431,),),"|O
"
30512, 1431,is,VBZ,"|O
"
30513, 1431,a,DT,"|O
"
30514, 1431,rare,NN,"|O
"
30515, 1431,",",",","|O
"
30516, 1431,autosomal,NN,"|B-DISEASE
"
30517, 1431,dominant,NN,"|I-DISEASE
"
30518, 1431,bone,NN,"|I-DISEASE
"
30519, 1431,disorder,NN,"|I-DISEASE
"
30520, 1431,characterized,VBN,"|O
"
30521, 1431,by,IN,"|O
"
30522, 1431,focal,JJ,"|O
"
30523, 1431,areas,NNS,"|O
"
30524, 1431,of,IN,"|O
"
30525, 1431,increased,VBN,"|B-DISEASE
"
30526, 1431,bone,NN,"|I-DISEASE
"
30527, 1431,remodelling,VBG,"|I-DISEASE
"
30528, 1431,.,.,"|O
"
30529, 1432,The,DT,"|O
"
30530, 1432,osteolytic,JJ,"|B-DISEASE
"
30531, 1432,lesions,NNS,"|I-DISEASE
"
30532, 1432,",",",","|O
"
30533, 1432,which,WDT,"|O
"
30534, 1432,develop,VB,"|O
"
30535, 1432,usually,RB,"|O
"
30536, 1432,in,IN,"|O
"
30537, 1432,the,DT,"|O
"
30538, 1432,long,RB,"|O
"
30539, 1432,bones,NNS,"|O
"
30540, 1432,during,IN,"|O
"
30541, 1432,early,RB,"|O
"
30542, 1432,adulthood,NN,"|O
"
30543, 1432,",",",","|O
"
30544, 1432,show,NN,"|O
"
30545, 1432,increased,VBN,"|O
"
30546, 1432,osteoblast,NN,"|O
"
30547, 1432,and,CC,"|O
"
30548, 1432,osteoclast,NN,"|O
"
30549, 1432,activity,NN,"|O
"
30550, 1432,.,.,"|O
"
30551, 1433,Our,PRP$,"|O
"
30552, 1433,previous,JJ,"|O
"
30553, 1433,linkage,NN,"|O
"
30554, 1433,studies,NNS,"|O
"
30555, 1433,mapped,NNS,"|O
"
30556, 1433,the,DT,"|O
"
30557, 1433,gene,NN,"|O
"
30558, 1433,responsible,JJ,"|O
"
30559, 1433,for,IN,"|O
"
30560, 1433,FEO,NN,"|B-DISEASE
"
30561, 1433,to,TO,"|O
"
30562, 1433,an,DT,"|O
"
30563, 1433,interval,NN,"|O
"
30564, 1433,of,IN,"|O
"
30565, 1433,less,RBR,"|O
"
30566, 1433,than,IN,"|O
"
30567, 1433,5,CD,"|O
"
30568, 1433,cM,NN,"|O
"
30569, 1433,between,IN,"|O
"
30570, 1433,D18S64,NN,"|O
"
30571, 1433,and,CC,"|O
"
30572, 1433,D18S51,NN,"|O
